sentiment,content
0,ernalicious36 raerosero thank homskis like christmas
0,dandineen uce pgce go leicester main degree though
0,get ready leave school wednesday
1,concertjunkie quoti saaaaaaidquot haha kinda make sad though
1,one random phone call ever god kill
0,kadambariyer thank quick
1,loved one leave sunday sad
1,one people wrong world blame people great world live shit
0,kmore yeahhh thx figure
0,head xtravision get part season csi miami baby
0,notice wellwood tooth tonight nice
0,im_2nd aww thank
0,thank much everyone come speakeasy last night hit wonderful see fun june awesome
1,ugh beat stupid song get next rude
0,donniewahlberg sound like great night glad successful
0,georgiaprincez like not enjoy hell
1,deviantlysweet neat hear u kiddshow today wish
0,wake annnnd realise miss un uber sunny dayscore
1,ever tell absolutly hate writing email status pdate fine email muchfinalityto
0,watch snl awhh chris pine cutieee
0,eat foot long subway like hour ago omg happy full not eat since bfast happy lis
1,hip wide rock mario kart short couldn bone structure year old boy
1,get back swingstill sore surgery tiredcoffee time
0,azmomofmanyhat rocknrod gailelaine sarahstanley good morning pretty outside today
0,paris till friday
1,ready
1,tired sad
1,would not mind sunshine walk summer
0,halden2714 thank
1,scene slut always shit
1,iigghhtt fur geet idc idk eh blah ugh blah idk hah um yah immboredddd ugh ill fuckitt
0,missxmarisa hahaha massive compare other sweet scenie
1,favorite shirt ruineddeath bleach fb
0,new baby arrive yesterday fab baby boy kilo proud happy
1,totally_toni one day today also
1,rise city siren uber cool last night wish could stay long
0,happy starwarsday may 4th everyone dxs_paintball
0,philosophy final today thank sportygirlie08 day
0,aprilllllx hey girlie
1,damn sunburn hurt jack whitehall mmmmm
0,andytaylorsonic yey holiday monday uk today chilled day
0,csi_printchick exactly first time see reply jon never go oh fun new phone
1,trash repop get tomorrow night suppose
0,get new prom dress
0,make good turtle ice cream pie everrrrr btw happy soon mother day
0,whitneyeve love new hairdo haha live ny yeah really hott
1,lame not deland favorite people
1,xkirstyxo basket case mine miss go listen shit load
1,tiredbut can not go bed yet
1,miss mom quotmay angel lead inquot
0,interesting night defiance say least hey get guy doll free
0,omg mean realhughjackman lt3 perfect wolverinesir hehe
1,katieeeian143 miss devil wear prada sad
1,geminianeyes not research traffic beautiful system twitter approx 100msgsecond mine grab 6msgsec
0,yay go wyattt totally amazing happy yay
0,fuckeddamn lucas czech republic beer taste like heaven bottle amazing
0,cheergod2002 yeah tell ha ha
0,today fun lt3 meet boardie acoustic set soo phenomenal
1,realise will not able talk crazy cat sunday sad
0,raverjono good good could
0,3squares thank
0,hey lets follow would not awesome
0,always xtra cleaning b4 leave da road springhill suite cafe yum
1,finally friday still ground till next thursday stereo life lt333
0,aliciawag hehe nz magical place earth
0,vieirasboot fine thank guy not quake
0,work thank dear neighboor also give coffee need good
0,tessneale suppose blog post could u email
1,cold wish shelby_say tattoos1985 cuddle
1,dannymasterson miss 70 show
1,missin boo
1,god can not asylum really never get anything cool
0,finally plug listen flashpoint http shoutout norabf miss segment chevron
1,outta ofc til monday grand kinda bum bc genuinely sick nuthin gt
1,feel sick oh well reckon people bus curse anyways nighty night
1,get home effin sad
1,world_of_max sadly no david tennant leave not particularly want job anyway
1,outta shower bad justin could not spend night haha
0,escape2thestar ok ill reach tweet dreamland good sleep talk later
1,yuki_hime play latter part voodoo village part coop lose usual partner
1,marley sad movie ever never cry movie movie mad cry
1,jasminecjone think thing love morning chat totally need live 2gether full time lol
0,happy juddday everyone
1,finally back stupid holiday miss fit bar man though
1,jboo46 not today sadness
1,mi corazonsito tiene frio weather suck
1,kmaco214 probably beddepend aide today
0,good purchase today yard sale large dog crate refrigerator office not buy anything old
0,terricook good evening terri miss lately hope life good wonderful evening
1,mannnn be not music work
0,angryfaggot decaf tea late never coffee fly around room justin timberlake host funny sketch w samberg
1,yaseminx3 know hahah xd cha doin
0,mmurray hear song brighten someone day always make grin
1,piss someone take wallet
1,advice not pressure wash foot hurt not worth really want skin foot fyi ow
0,wish nicky home
0,oh monday also mean new american dad glad watch show funny make monday even well
0,1st place competition superior
0,shanellelee oooooo no not glad hear incredible though still bookmarke try sometime
1,think work eye droop weird drug not like can not wait tomorrow though
0,really enjoy weekend soooo much hope u
0,aimzsta hehehehe oh love purate english sooo much
0,sarahnd nearly month exciting
0,yeah make drawing today getting flood request portrait people
0,watch shark boy lava girl disney channel hang sarah jane micah amp rachel
0,jason mrazlooke electric guitar yay1
1,iamnauj can not wish sleep get to work less hour wait u
1,rarecandy wanna go car not
1,enjoy nice couple dad brother bad never really see anymore
1,kiwiikink vma guess also wanna go london june demi lovato concert no one go
0,hotttt weather get blackk start rain
0,today not lose
0,tonight fun
0,say happy mother day mom
0,watch new tmobile advert youtube love quothey judequot
1,sparklethot love birdy nest though already get we another kind
0,well productive since 530am woohoo busy day lot
0,hey thank follow wow exciting new tweet
0,oh emm gee quebec day excited
1,already 261c office people melt fight air con fan not help can not find budget
1,rossmcw happy birthday let we know get old boy
1,not lookin 4ward work 2mz n gna b like 2dayweatherwise itl b even bad xo
1,gracious_greta not good box worth way
0,excited jam audition
1,tired need another minute
0,happy star war day may 4th via nige goth
0,mcdonald car
0,play bit pool buddiesgoing bed work tomorrow
0,tizzik thank hope
1,bummed retrorewind contest state hawaii
1,wish could go town weekend
0,hottvampchick excellent never know lmao
1,sad love kelly lt3
0,realise follower yay xx
1,nickkk _ suck
0,lollipop26 great interview video favorite youtube
0,doodleworld thx great day amp go to long weekend excite yet ill missin tweeple badly
1,feel super sick
1,tooshie interesting people like never bored toosher
1,ltigtwaite natie come online miss
1,marsacademy hug aw sorry feel sad e
1,cecamy nto good
1,no rockin river tonight
0,see quite protofurrie think acen
0,themadmodel soooo happy back
1,melissaar know not agree anger sorry go postal
1,pennynash scar dalek dw exhibition cardiff
0,way st martin vacation week
0,lostinthefor thank remember sae make stuff
0,jonas awesome watch groovy movie frankie weird lol
0,omgdarleny hahaa awesomee
0,good work doublejasmin
0,nine oclock sunday morning outside sit around table enjoy early ray sun read twitter article sunday time
1,head fair
0,want info ecomonday check amp follow ecomonday like followfriday green amp monday
1,mad cuz can not get picture work
1,seagull hat utterly depressed miss
0,olorinlorien know snooker though nicolaherbert eat huge fan
1,finish english finaljust one step close end
0,gabilicious111 hahaha probably not sorry get thing around houseand go jared parents house
1,not sure real state market move confuse either hold go ahead plan
1,xchristineannx aww sorry boy sick ill keep finger cross no tail lol stay well youself get well boy
0,youngandfoodish thank see comment chew aerobics really tickle
1,selenagomez come back canada soon well miss
0,reach bangalore get to hunt room
1,dredpiraterob poor thing come watch tv house lol
0,bake experiment result delicious sweet rich almost sweet
0,rain miss rain much grateful
1,james__buckley good mate sadly could not get piss tonight fuck drive bad time
0,get skyfire firt impression look good little memory hungry age htc tytn
0,heidiheartshug cool well need help regard google friend plenty info
1,wow realize not check twitter since see todo list good news get lot do bad newsdont know day go
0,start new week ton new photo take edit yay
0,robbywat minute think say quotmaggie extra eye growingquot yep space cadet sorry sweet girl
1,ohhhbeka ps wish come tonight
0,jenniferdodd town next week well party get back happy early birthday
0,morning prayer meeting amazing gift prayer completely buzz morning christ alone hope find
0,afish0410 awwww jim jam good dodge meatball woo
1,sashaminaj lol thing u get to sometimes man smh lol
0,mileycyrus think fun get to hide defend enemy fun huh
1,hate sick especially no one pamper
1,chloecazrhi thankyouu
1,dbdc lol hate happens hype know lunch sound nicehope nice time
0,great weekend good mood not even mind work morning
1,tired responsabilitie wish kid seem everyone around money not anymore
0,mshollywooddiva hahahaha watch miss ocean
0,good night
0,sentimentalizzy yeah hope excited
1,speak class dread ch13 bio test
1,take brother airport gym
1,eat cracker yummy unsalted one course salt caviar
1,cold
0,yourboyh thank broooooooo twitter loop today
1,enthusiasm meeeee
1,irkengir no result salary decrease
0,cool lil night berry eat pizza waitin noel4president
0,surprisingly good day time sleep hopefully sweet dream await
1,nisher yeah yeah heck anyway sastch year bail lack expense
0,like catep36 already new follower join midst zombie mayhem
1,sorry delay publish week show technical difficulty encode asap may saturday
0,eat dillybar dq yuuum
0,start internship today pretty excited
1,malcolmmillion nah understand can not cancel want come
1,diana_music always blunt feeling never seem good
1,tuaw case no one give head atampt put iphone app account management mywireless love see review
0,laninicole yeh yeh would switch cingular friend tmobile free minute yo
0,rush23 start true franchise online mode dynasty huge madden online league not much
